Year,STATION CODE,LOCATIONS,STATE,TEMPERATURE ºCD.O. (mg/l),,,pHCONDUCTIVITY (µmhos/cm),,,B.O.D. (mg/l),,,NITRATE- N+ NITRITE-N (mg/l),,,FECAL COLIFORM (MPN/100ml),,,TOTAL COLIFORM (MPN/100ml),,,,,
,,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
2011,1354,SARYU AT AYODHYA AT MAIN BATHING GHAT,UTTAR PRADESH,14,22,18.5,8,9.8,9.1,7.5,8.5,7.7,128,311,226,2.3,2.9,2.6,0.58,0.66,0.62,3100,4900,4091,5800,7100,6509
2011,1355,GHAGHARA AT DEORIA D/S,UTTAR PRADESH,12,30,23.8,7.4,7.9,7.7,8.1,8.3,8.2,360,476,421,2.3,3.2,2.8,0.22,0.84,0.44,80,140,118,220,380,295
2011,2492,GHAGHRA AT BARHALGANJ_ GORAKHPUR,UTTAR PRADESH,10,32,23.5,7.4,7.9,7.6,7.9,8.3,8.1,304,492,425,2.7,3.3,3,0.25,0.86,0.5,100,200,153,240,440,328
2011,1076,GHAGHARA NEAR CHAPRA,BIHAR,14,23,21.1,8.4,9.5,8.8,7.6,8.1,7.8,256,325,297,2.6,2.7,2.6,0.4353,3.662,1.46,800,1700,1229,1700,3500,2543
2011,1359,RIHAND AT RENUKUT U/S,UTTAR PRADESH,22,28.5,26.2,6.8,8.9,7.6,7.3,8.1,7.7,142,238,178,1,2.2,1.4,0.67,1,0.82,900,1400,1100,1100,2300,1800
2011,1360,RIHAND AT RENUKUT D/S,UTTAR PRADESH,22,28.8,26.3,1.5,8.8,7.2,7.3,8.1,7.7,135,247,185,1.2,7.2,2.1,0.73,1.04,0.89,1100,1600,1300,1700,2600,2142
2011,1075,SONE AT KOELWAR,BIHAR,14,30,23.2,7.6,8.6,8.1,7.2,8.5,7.9,172,298,251,2.5,2.8,2.6,0.4353,3.662,1.46,500,1700,1056,1300,5000,2300
2011,1078,GANDAK AT SONEPUR_ PATNA (BEFORE CONFL.),BIHAR,15,24,21.7,8,9.4,8.5,7.2,8.2,7.8,225,324,262,2.5,2.7,2.6,0.4353,3.662,1.46,700,1500,989,1100,2800,1844
2011,2568,GANDAK AT REWAGHAT_ MUJAFFARPUR,BIHAR,24,24,24,7,7,7,8.7,8.7,8.7,343,343,343,2.5,2.5,2.5,0.4353,3.662,1.46,500,500,500,1100,1100,1100
2011,2570,GANDAK AT SAMASTIPUR ROAD BRIDGE,BIHAR,23,24,23.5,6.8,7,6.9,7.5,8,7.7,235,344,290,2.5,2.7,2.6,0.4353,3.662,1.46,700,1300,1000,2200,2400,2300
2011,2575,SIKRAHNA RIVER AT LAL PARSE_ BITTIAH,BIHAR,20,28,24.3,7.2,8.3,7.8,7.8,8.6,8.1,265,365,330,2.7,2.8,2.7,0.4353,3.662,1.46,900,1400,1200,2400,3000,2733
2011,1820,SIKRANA AT CHANPATIYA,BIHAR,22,23,22.7,7.8,8.2,7.9,8,8.4,8.2,275,395,331,2.7,2.8,2.7,0.4353,3.662,1.46,1100,1400,1267,2200,2800,2600
2011,2562,BURHI GANDAK AT AKHARAGHAT_ MUZAFFARPUR,BIHAR,19,30,24.7,6.8,8.2,7.6,7.8,8.5,8,225,816,480,2.6,2.8,2.7,0.4353,3.662,1.46,700,1300,1033,1700,3000,2500
2011,2558,HARBORA RIVER AT NARKATIAGANJ,BIHAR,21,28,24,4,7.8,6.5,7.6,8.3,8,376,642,469,2.6,12,5.8,0.4353,3.662,1.46,1100,3000,2167,2200,8000,5067
2011,2567,KAMALA RIVER AT BENIPATTI (MADHUBANI),BIHAR,24,24,24,7.6,7.6,7.6,7.4,7.9,7.6,210,225,218,2.6,2.8,2.7,0.4353,3.662,1.46,800,800,800,1300,2200,1750
2011,2569,KAMALA RIVER AT DARBHANGA,BIHAR,24,24,24,7.4,7.6,7.5,7.3,7.6,7.5,210,218,214,2.5,2.8,2.7,0.4353,3.662,1.46,800,1300,1050,1700,2200,1950
2011,2563,MANUSMAR RIVER AT RIGA_ SITAMARHI,BIHAR,24,25,24.3,4,7.2,5.8,7.5,8.6,8,325,390,368,2.9,10,5.3,0.4353,3.662,1.46,800,1300,1067,1700,5000,3167
2011,2565,KOSHI RIVER AT KURSHELA AT KATIHAR,BIHAR,26,30,28,5.6,7.4,6.5,7.5,8,7.8,286,286,286,2.5,2.8,2.7,0.4353,3.662,1.46,800,1300,1050,2400,2400,2400
2011,2566,KOSHI RIVER AT MADHEPURA,BIHAR,24,30,26.7,5.4,7.8,6.8,7.2,8,7.6,340,409,375,2.5,2.8,2.7,0.4353,3.662,1.46,700,3000,1600,1700,5000,2967
2011,1821,DAHA AT SIWAM,BIHAR,24,25,24.7,7.3,8,7.6,7.6,8.2,7.8,324,410,361,2.6,2.8,2.7,0.4353,3.662,1.46,800,1100,900,1700,2400,2100
2011,2560,D/S DAHA RIVER AT SASAMUSA,BIHAR,20,23,22,7.2,7.8,7.6,7.2,7.6,7.4,334,585,445,2.4,3,2.7,0.4353,3.662,1.46,800,9000,4267,3000,24000,10667
2011,2561,DAHA RIVER AT ITWA BRIDGE_ SIWAN,BIHAR,20,28,24,7.6,8.2,8,7.4,8.8,8,310,456,391,2.5,2.9,2.7,0.4353,3.662,1.46,1300,1700,1433,2200,3000,2733
2011,1823,DHOUS AT MADHUBANI,BIHAR,25,25,25,6.8,6.8,6.8,7.8,7.8,7.8,212,212,212,2.9,2.9,2.9,0.4353,3.662,1.46,1700,1700,1700,5000,5000,5000
2011,1824,FARMAR AT JOGBANI,BIHAR,26,27,26.5,6.1,7.9,7,7.4,7.8,7.6,332,332,332,2.9,3,3,0.4353,3.662,1.46,500,1300,900,1100,2800,1950
2011,2559,RAM REKHA RIVER AT HARINAGAR,BIHAR,21,26,24,2,7.8,5.8,7.6,8.2,7.9,280,826,468,2.9,15,6.9,0.4353,3.662,1.46,2400,9000,4600,5000,24000,11333
2011,1822,SIRSA AT RUXOL,BIHAR,20,28,25,0,5,2.5,7.2,8.3,7.6,417,1985,962,3.5,15,9.5,0.4353,3.662,1.46,9000,9000,9000,16000,24000,21333
2011,1510,TONS RIVER,HIMACHAL PRADESH,6.3,17.2,11.7,8.6,9.9,9.3,6.8,7.8,7.4,52,89,68,0.1,2,0.6,0,0.41,0.13,2,8,5,6,52,22
2011,2620,ASHWANI AT U/S YASHWANT NAGAR,HIMACHAL PRADESH,12,30,22.7,5.8,9.7,8,7.5,8.9,8.2,149,343,269,0.1,1.5,0.7,0,3.63,0.79,2,50,24,8,156,51
2011,2626,BATTA AT U/S PAONTA,HIMACHAL PRADESH,11,28,21.4,6.3,10.6,8.3,7.2,8.1,7.7,211,409,324,0.6,1.8,1.2,0,0.98,0.31,5,14,9,9,31,17
2011,2627,BATTA B/C TO YAMUNA,HIMACHAL PRADESH,15,27,22,7,10.2,8.4,7.3,8.2,7.9,219,415,331,1,1.8,1.2,0,1.44,0.36,4,17,9,9,34,17
2011,2621,GIRI AT D/S YASHWANT NAGAR,HIMACHAL PRADESH,10,29,21.5,6.2,9.7,8.1,7.2,8.7,8.1,87,234,174,0.2,2.5,0.8,0,2.78,0.49,2,72,31,6,180,63
2011,2622,GIRI AT U/S CCI MINES,HIMACHAL PRADESH,13,26,20.9,6.8,10.1,8.5,7.3,8.2,7.7,257,723,511,0.8,1.2,1,0,0.97,0.31,3,10,6,7,18,12
2011,2623,GIRI D/S SATAUN,HIMACHAL PRADESH,12,25,20.7,7.1,10.2,8.6,7.6,8.2,7.9,245,758,509,0.2,2.4,1.2,0,0.98,0.38,4,10,6,8,18,13
2011,2617,PABBAR AT U/S DHAMBARI,HIMACHAL PRADESH,5.4,17,12.4,9,10.1,9.5,6.4,8.5,7.4,27,71,49,0.1,1,0.3,0,0.24,0.12,2,2,2,4,48,15
2011,2618,PABBAR AT U/S ROHRU,HIMACHAL PRADESH,5.4,16,11.9,4,9.8,8.8,6.8,8.2,7.5,45,127,65,0.1,1.5,0.4,0,0.75,0.19,28,28,28,8,60,19
2011,2619,PABBAR AT D/S SWARAKUDDU,HIMACHAL PRADESH,6.5,18,11.3,8.8,9.9,9.4,6.3,8.3,7.5,47,96,68,0.1,2,0.5,0,0.42,0.12,4,4,4,4,20,10
2011,1477,KALINADI AT U/S  MUZAFFAR NAGAR,UTTAR PRADESH,19.441,28.85,24.1455,0.5,8.174,6.821,7.7,8,7.9,320,546,461,1,4,2.7,0,6.38,2.44,4000,15000,9500,43000,240000,141500
2011,1478,KALINADI AT D/S MUZAFFAR NAGAR,UTTAR PRADESH,19.441,28.85,24.1455,0.5,8.174,6.821,7.5,8,7.7,912,1477,1253,65,369,222,0.6,5.3,2.24,43000000,110000000,77000000,240000000,1100000000,670000000
2011,1483,HINDON A/C WITH R. KRISHNA & KALI NEAR BINAULI TOWN_ MEERUT,UTTAR PRADESH,19.441,28.85,24.1455,0.5,8.174,6.821,7.6,8,7.8,252,545,392,14,43,24.3,0.8,3.6,1.74,2300000,43000000,23000000,9000000,9300000,9150000
2011,2496,HINDON AT SARDHANA BUDHANA ROAD_ VILLAGE BAPARSI_ MEERUT,UTTAR PRADESH,10,28,20.4,0.5,8.174,6.821,7,7.4,7.3,680,810,738,35,50,43.5,0,8.8,4.53,135000,250000,170000,150000,250000,227500
2011,1358,HINDON AT GHAZIABAD D/S,UTTAR PRADESH,14,26,19.8,0,3.5,1.5,7,7.6,7.2,339,1221,568,8,45,16.4,0,1.09,0.65,40000,190000,119364,110000,240000,174545
2011,2107,BETWA U/S_ BEENA,MADHYA PRADESH,18,31,25.8,7.6,8.1,7.8,7.4,8.4,7.9,360,360,360,1,1.9,1.4,0.4353,3.662,1.46,21802.47,19343208,1984207,6,9,8
2011,2108,BETWA D/S_ BEENA,MADHYA PRADESH,17,32,26,7.7,7.9,7.8,7.5,8.6,8,445,445,445,1.2,1.9,1.6,0.4353,3.662,1.46,21802.47,19343208,1984207,7,9,8
2011,2119,BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1_ .RAISEN,MADHYA PRADESH,19.441,28.85,24.1455,0.5,8.174,6.821,6.9,8.8,7.6,670,1134,902,2,104,37.7,0,10.57,4.26,11,1600,806,350,1600,1183
2011,2121,BETWA NEAR ROAD BDG_ BHOJPUR,MADHYA PRADESH,19.441,28.85,24.1455,10.2,10.9,10.6,7.1,8.2,7.6,511,730,634,1.4,7.6,4.1,0,2.09,1.28,2,9,6,11,280,146
2011,2122,BETWA NEAR W/S INTAKE WELL POINT RAISEN,MADHYA PRADESH,19.441,28.85,24.1455,6.5,8.4,7.5,7.8,8,7.9,640,652,646,1.2,2.8,2,0,1.85,0.93,4,4,4,9,90,50
2011,1614,BETWA NEAR INTAKE POINT_ VIDISHA,MADHYA PRADESH,32,39,36,7,9.9,7.8,7.3,8.2,7.9,370,594,436,1.3,7.5,3.4,0,4.5,1.35,2,4,3,2,110,58
2011,2124,BETWA AT CHARANTIRGHAT_ VIDISHA,MADHYA PRADESH,32,39,35.5,6.2,9.7,7.2,7.6,8.2,7.9,427,1270,643,1.1,5.4,3.3,0,17.6,4.37,2,26,12,220,1600,934
2011,2125,BETWA D/S AFTER MIXING BAIS AT VIDISHA,MADHYA PRADESH,32,38,35,5.1,10.4,7.1,7.7,8.5,8.1,483,1070,734,2,6.8,3.9,0,4.9,1.89,2,17,8,50,1600,512
2011,1735,GOVIND SAGAR,UTTAR PRADESH,19.4,30,25.5,6.5,8.3,7.2,7.2,9.2,8.3,118,232,183,1.1,2.3,1.7,0,0,0,1300,3400,2150,11000,15000,12250
2011,1356,BETWA B/C YAMUNA AT HAMIRPUR,UTTAR PRADESH,10.6,39.1,24.2,5.5,10.2,7.1,7,9.2,8.1,154,692,428,1.6,18,3.7,0,0.76,0.06,4300,110000,13467,15000,160000,30833
2011,2120,KALIASOT NR RD BDG_ MANDIDEEP,MADHYA PRADESH,19.441,28.85,24.1455,8.8,8.8,8.8,7.5,7.5,7.5,691,691,691,5.4,5.4,5.4,0.4353,3.662,1.46,7,7,7,70,70,70
2011,1613,KOLAR DAM WATER SUPPLY INTAKE WELL_ DISTT. SEHORE,MADHYA PRADESH,35,39,37,6.6,9.5,8.1,7.3,8.1,7.7,290,550,375,1.5,2.4,1.9,0,1.28,0.46,7,7,7,9,170,65
2011,1365,CHAMBAL AT NAGDA U/S (WATER INTAKE POINT) ,MADHYA PRADESH,26,38,28.4,2.8,7.5,6.6,7,8,7.7,185,710,416,1,6,2.5,0.08,2.14,1.23,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1366,CHAMBAL AT NAGDA D/S,MADHYA PRADESH,25,37,28.9,3.1,6.8,5.6,6.5,8.2,7.4,383,9880,5357,1.5,42,18.4,0.63,5.25,2.89,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2955,CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM_ KOTA,RAJASTHAN,23,31,27.5,4.2,7.5,5.5,7.6,8.6,8.2,300,420,368,0.1,2.8,1.3,0.02,0.74,0.23,3,4,3,4,23,10
2011,1418,CHAMBAL AT GANDHI SAGAR DAM_ RAMPURA,MADHYA PRADESH,22,32,25.8,7.2,7.5,7.4,7.2,7.6,7.4,273,516,380,1,3,2,0.1,1.1,0.6,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1288,CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE),RAJASTHAN,21,35,28.5,4.4,7.8,5.9,7.1,8.2,7.8,320,510,388,0.7,2.9,1.5,0.08,0.98,0.38,3,4,3,3,20,7
2011,1289,CHAMBAL AT KOTA D/S,RAJASTHAN,18,31,26.8,3.3,7.6,5.5,7.5,8.9,8.1,280,700,515,0.7,4.7,2.1,0.14,1.2,0.43,3,7,5,9,1100,107
2011,1413,CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR,RAJASTHAN,18,29,26,3.5,7.8,5.6,7.2,8.5,8,320,580,473,0.2,3.7,1,0.08,1.76,0.62,3,4,3,3,14,6
2011,1609,CHAMBAL AT DHOLPUR,MADHYA PRADESH,20,29,25.1,6.2,9.5,8,7.2,8.2,7.6,580,769,665,1.2,4.2,2.1,0,1.4,0.48,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1376,CHAMBAL AT ETAWAH B/C YAMUNA,UTTAR PRADESH,15,36,27.6,5.6,16.5,9.2,7.7,8.8,8.3,232,1352,572,1,3,1.8,0.4353,3.662,1.46,400,40000,5240,900,90000,15460
2011,1432,PARVATI NEAR VILLAGE BATAODAPAR,MADHYA PRADESH,25.5,32,27.5,6.9,10.1,8.4,7.2,8,7.6,204,401,342,1.2,3.2,2.1,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1615,PARVATI NEAR INTAKE POINT PILLUKHEDI DISTT. RAJGARH,MADHYA PRADESH,26.5,30,27.8,6.8,8.8,7.7,7.4,7.9,7.6,330,880,618,1.9,3.6,2.6,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2126,PARVATI A/C OF VINDHYACHAL NALLA_ PILUKHEDI,MADHYA PRADESH,20,26.8,22.6,5.9,7.9,7.2,7.3,7.9,7.6,118,736,474,2.5,4.3,3.4,1.1,3.08,1.92,21,140,75,170,900,422
2011,2954,PARVATI BEFORE MEETING RIVER CHAMBAL AT KHATOLI_ KOTA,RAJASTHAN,16,32,26.5,3.1,9.2,5.8,7.9,9.2,8.4,240,640,471,0.2,2.7,1.5,0.08,1.34,0.52,3,11,6,3,210,49
2011,1607,GOHAD DAM_ GOHAD,MADHYA PRADESH,18,28,23.3,7.2,8.2,7.8,7.3,7.8,7.5,560,730,642,1.2,4.1,2.4,0,0.63,0.4,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1367,KHAN AT KABIT KHEDI (NR INDORE) ,MADHYA PRADESH,19.441,28.85,24.1455,8.6,8.6,8.6,7.6,7.6,7.6,219,219,219,1.3,1.3,1.3,0.03,0.03,0.03,21802.47,19343208,1984207,34,34,34
2011,1369,KSHIPRA AT RAMGHAT AT UJJAIN,MADHYA PRADESH,23,32,27.3,2.3,7.2,6.1,7.7,8.7,8.2,220,1600,1015,1.9,28,13.7,0.01,4.29,1.6,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1370,KSHIPRA AT TRIVENISANGAM ,MADHYA PRADESH,24,32,27.7,6.2,7.5,6.9,7.2,8,7.6,196,1450,913,0.8,18,9,0.62,6.78,3.01,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1468,KSHIPRA AT SIDDHAWAT (D/S),MADHYA PRADESH,22,32,27.6,1.2,8.1,5.9,7.1,8.6,7.9,423,1650,1053,1.6,20,12.3,0.02,4.2,1.95,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2953,KALI SINDH AT ANICUT OF M/S CFCL GADEPAN_ KOTA,RAJASTHAN,15,29,25.5,3.2,9,5.4,7.2,8.5,7.9,240,560,421,0.3,3.2,1.3,0.02,1.76,0.67,3,7,5,4,28,14
2011,2956,KALI SINDH AT BAROD RD BDG_ KOTA,RAJASTHAN,16,32,26.2,3.8,9.3,5.5,7.6,8.9,8.2,260,740,535,0.3,2.8,1.7,0.08,1.54,0.57,3,7,4,3,20,13
2011,1608,SINDH AT DABRA,MADHYA PRADESH,18,29,22.3,7.8,8.1,8,7.6,8.3,8,670,1100,897,1.6,2.4,1.9,0,0.6,0.4,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2117,BICHIA_ BRIDGE GOVINDGARH ROAD,MADHYA PRADESH,20.5,26.8,23.1,4.6,6.8,5.7,7.2,7.9,7.7,129,1660,884,3.7,8.5,6.5,1.51,4.84,2.8,27,280,162,200,1600,683
2011,1433,SANKH AT TIGRA RESERVOIR,MADHYA PRADESH,20,28.5,22.6,6.3,8.3,7.7,7.1,8.4,7.6,500,890,693,1.3,2.8,2,0.1,0.4,0.3,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2950,BANAS_ DHANARI DAM_ NEAR SWAROOPGANJ_ SIROHI,RAJASTHAN,11,30,23.9,3.6,7.1,5.3,7.5,8.3,7.8,200,1280,538,0.7,9.2,2.5,0.01,0.48,0.33,3,7,4,7,21,12
2011,2952,BANAS NEAR NEWTA DAM_ JAIPUR,RAJASTHAN,20,31,28.4,0.5,6.7,3,7.6,8.4,8,1230,2200,1547,2.3,31,12.5,0.14,0.92,0.52,4,28,8,7,2400,278
2011,2951,BANAS_ BISULPUR DAM_ TONK,RAJASTHAN,21,23,22.1,3.2,8.2,5.9,7.5,8.6,8.3,160,410,290,0.4,4.2,1.9,0.02,0.54,0.19,3,7,4,4,75,19
2011,2945,CHHAPI_ U/S CHHAPI DAM,RAJASTHAN,21,31,27,4.1,7,5.5,7.3,9,8.2,240,950,461,0.3,2.9,1.4,0,1.14,0.51,3,4,3,4,210,26
2011,2946,UJAD U/S BHIM SAGAR DAM,RAJASTHAN,20,29,26.5,3.7,7.4,5.4,7.4,8.5,8,210,560,349,0.6,3.9,2,0.08,1.14,0.37,3,4,4,4,210,28
2011,2382,DAMODAR AT PHUSRO ROAD BDG.,JHARKHAND,17,33,25,6.9,7.4,7.3,7.5,7.5,7.5,265.629,1055.3,572.7,2.5,7.1,3.4,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2383,DAMODAR U/S JAMADOVA,JHARKHAND,17,43.5,30.2,6.5,7.4,7.1,7.5,7.8,7.5,265.629,1055.3,572.7,2.4,2.8,2.6,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2384,DAMODAR D/S SINDRI,JHARKHAND,17,43.5,32.9,6.2,7.4,7.1,7.5,8,7.6,265.629,1055.3,572.7,2.2,3,2.6,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2391,DAMODAR AT PANCHET DAM,JHARKHAND,22,44,34,6.7,8,7.5,7,7.7,7.3,265.629,1055.3,572.7,0.4,1.2,0.8,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1331,DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WB BORDER) ,WEST BENGAL,16,34.5,26.2,5.6,9.8,7.8,6.8,8,7.6,116,248,186,1,3.3,1.9,0.05,0.781,0.29,200,17000,2182,1300,50000,9118
2011,1332,DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE,WEST BENGAL,20,34.5,28.5,7.3,9.8,8.4,6.8,8.8,7.8,163,273,231,0.8,2.6,1.8,0.04,0.5,0.25,200,1100,545,700,28000,5445
2011,1333,DAMODAR AT NARAINPUR AFTER CONFL. OF NUNIA NALLAH,WEST BENGAL,18,34.5,27.9,7,9.8,8.3,7.2,8.6,7.9,205,309,271,1,3.4,2.1,0.03,0.53,0.29,200,1700,1036,700,50000,13146
2011,1334,DAMODAR NEAR MUJHER MANA VILLAGE A/C TAMLA NALLAH,WEST BENGAL,20,36,29.5,3.4,8,6.3,6.7,9.3,8,183,671,457,2.7,6.5,3.9,0.52,3.02,1.97,1300,24000,6409,14000,160000,53000
2011,1335,DAMODAR AT HALDIA D/S (2 KM AWAY FROM HALDIA TOWN),WEST BENGAL,19,32,27.8,3.6,8.3,6.2,6.9,8.1,7.6,453,17900,7398,1,7.8,2.4,0.05,0.61,0.32,35000,1750000,361250,45000,8000000,1578750
2011,2527,WATER INTAKE PT BURDWAN TOWN,WEST BENGAL,18,32,26.8,5.2,9.2,7.6,6.9,8.2,7.7,184,338,276,1.3,4,3,0.14,1.35,0.63,400,2200,1320,1700,13000,7070
2011,2392,BARAKAR AT MAITHAN DAM,WEST BENGAL,22,44,34.3,7.1,8,7.5,7.4,7.5,7.5,265.629,1055.3,572.7,1,1.5,1.3,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1336,BARAKAR AT ASANSOL (WATER INTAKE PT),WEST BENGAL,16,34,27.9,5,9.4,8.1,7.1,8.7,7.8,158,396,210,1.4,3.9,2.2,0.051,2.53,0.5,1300,30000,12282,1700,160000,62973
2011,2390,KONAR AT TENUGHAT DAM,JHARKHAND,26,45,34.3,7.5,8,7.8,7.2,7.5,7.4,265.629,1055.3,572.7,0.5,1,0.8,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2509,D/S OF RUPNARAYAN AT KOLAGHAT_ NEAR KOLAGHAT RAIL BRIDGE NO.3,WEST BENGAL,20,34,27.6,2.6,10.1,6.5,7.1,8.2,7.7,191,2870,901,0.9,4.3,2,0.11,0.66,0.31,4000,170000,44909,7000,1600000,218455
2011,1337,RUPNARAYAN B/C R. GANGA NR GEONKHALI,WEST BENGAL,19.5,33,28,4.7,8.2,6.4,7.2,8.5,7.8,243,4690,1496,0.7,2.2,1.2,0.16,0.67,0.38,7000,220000,55750,9000,900000,200917
2011,2541,WATER INTAKE POINT - BANKURA TOWN ON R. DWARAKESHWAR,WEST BENGAL,19,35,27.5,6.9,9.6,8,7,8.8,7.6,172,411,283,1,4.6,2.6,0.03,0.61,0.29,200,2100,860,400,24000,6840
2011,2531,U/S OF TARAPITH ON RIVER DWARKA AT SADHAK BAMDEB GHAT,WEST BENGAL,20,34,27.7,0.3,8.3,5.7,6.8,8.8,7.5,94,960,465,1.9,12.2,5.3,0.11,3.36,1.35,8000,500000,80400,24000,900000,241400
2011,2532,D/S OF TARAPITH ON DWARKA_ SATIGHAT,WEST BENGAL,21,34.5,28,1.9,8.1,5.6,6.7,8.8,7.5,90,982,523,2.1,9,4.2,0.19,2.78,0.97,1300,90000,15940,8000,160000,44700
2011,2508,D/S OF SILABATI AT GHATAL_,WEST BENGAL,20,34,27.9,5,8.9,7.1,7.3,8.2,7.7,124,560,257,1.5,3.1,2.3,0.06,1.4,0.3,7000,350000,72818,17000,1600000,332818
2011,2514,JALANGI_ D/S OF KRISHNA NAGAR,WEST BENGAL,19,34,28.2,4.6,10,7.9,7,8.3,7.7,215,559,378,1,28,4.4,0.07,1.13,0.45,1300,50000,20118,3000,90000,32727
2011,1764,CHURNI D/S OF SANTIPUR TOWN,WEST BENGAL,19,34,28.8,3.7,7.1,4.8,7.1,8.1,7.6,206,647,450,1.5,3.4,2.4,0.06,0.83,0.41,8000,110000,32917,13000,170000,49000
2011,2518,CHURNI_ MAJHADIA,WEST BENGAL,20,33,28.5,0,5.5,2.3,6.4,7.8,7.3,204,697,529,1,64,14.5,0.09,1,0.41,11000,2400000,685909,30000,3000000,986364
2011,2517,MATHA BHANGA_ GOBINDAPUR,WEST BENGAL,20,33,28.4,0,5.5,1.9,6.6,7.8,7.2,208,661,514,1.5,90,16.1,0.1,1.3,0.48,30000,5000000,1471818,50000,9000000,2584545
2011,2534,WATER INTAKE POINT FOR SURI TOWN ON R. MAYURAKSHI,WEST BENGAL,17.5,32.5,26.7,4.9,9,7.6,7.2,8.5,7.8,102,404,159,1.1,3.8,2.2,0.04,0.53,0.18,2,8000,1442,4,24000,4329
2011,2507,D/S OF KANSI AT MIDNAPORE_ NEAR NEW HANUMAN MANDIR,WEST BENGAL,19,36,27.6,5.8,11,8.3,6.5,8.2,7.6,115,232,202,1.1,6.1,2.7,0.04,0.58,0.17,4000,140000,44273,9000,1600000,311455
2011,1946,MAHANANDA AT SILIGURI,WEST BENGAL,20,31,25.7,6.1,8,7.2,6.5,7.3,7,119,179,148,1.2,6.6,3.3,0.05,0.6,0.33,14000,210000,99818,22000,390000,179273
2011,2525,MAHANANDA D/S_ RAMGHAT,WEST BENGAL,18,28,22.3,7.2,9.6,8.1,7.1,7.6,7.3,65,140,88,0.8,4.4,2,0.05,0.5,0.27,8000,390000,162818,14000,1700000,585000
2011,2572,MAHANANDA AT THAKURGANJ_ KISHANGANJ ROAD BRIDGE,BIHAR,23,27,25.7,6.8,8.2,7.3,7.6,7.8,7.7,345,430,384,2.4,2.8,2.7,0.4353,3.662,1.46,700,2200,1533,1400,5000,3133
2011,2549,U/S OF VINDYADHARI AT HAROA BDG,WEST BENGAL,19,31,25.7,0.4,4.8,1.6,7.1,8.4,7.7,510,13010,4428,1,26.8,10.2,0.02,0.41,0.17,14000,220000,90364,27000,280000,167545
2011,2550,D/S OF VINDYADHARI AT MALANCHA BURNING GHAT,WEST BENGAL,17,29,25,0.7,5.8,2.7,7.4,8.1,7.7,1468,29900,11409,0.2,13,4.2,0.04,1.71,0.64,4000,170000,42727,14000,220000,73182
2011,2381,BOKARO AT JARANDI,JHARKHAND,19.441,28.85,24.1455,6.6,6.8,6.7,6.5,6.5,6.5,265.629,1055.3,572.7,2.1,3,2.6,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2396,JUMAR AT KANKE DAM,JHARKHAND,17,26.5,22.7,5.2,8.1,6.4,6.6,7.9,7,265.629,1055.3,572.7,3,5,3.8,0.4353,3.662,1.46,110,150,130,750,750,750
2011,1260,BRAHMAPUTRA AT KHERGHAT (A/ C DIBANG & DIHANG),ASSAM,18,28,23.3,6.8,9,7.9,7,7.6,7.3,91,175,128,0.3,9.2,2.6,0.1,0.21,0.13,0,360,180,300,2800,1149
2011,1030,BRAHMAPUTRA AT DIBRUGARH,ASSAM,18,28,23.2,6.2,8.8,8.4,6.7,7.7,7.3,94,197,148,0.5,3.8,2.1,0.1,0.3,0.14,0,360,142,300,9300,1561
2011,1262,BRAHMAPUTRA AT NIMATIGHAT,ASSAM,17,28,23.8,4.4,7.5,6.4,6.1,7.6,7.1,71,205,151,0.3,3,1.5,0.1,0.2,0.12,0,700,124,1,3500,780
